gene,ADRG1,ADRG2,AORT1,AORT2,BFAT1,BFAT2
Rpp21,7.0313,6.78123,6.33913,6.54002,6.0802,6.06189
Tsc22d2,8.80546,8.82572,8.49137,8.5091,8.06231,8.072
Ptbp1,10.5073,10.4983,9.72149,9.70444,9.06113,9.14378
Muc1,5.27924,5.45964,5.29977,5.27881,5.09863,4.9239
9930022D16Rik,5.35761,5.26862,5.06998,5.02648,4.495,4.24629
Abca13,4.97394,5.08029,4.61913,4.75069,4.386,4.3286
Nrn1,6.32445,6.08466,6.38172,5.69963,5.20442,5.26525
Shc2,5.80128,5.75235,5.31186,5.53769,4.64082,4.48279
Ckb,10.031,9.68205,9.52028,9.66032,9.16627,8.64851
Cybrd1,5.86463,5.8654,5.80043,6.05176,4.91318,4.78967
Ucp2,9.96423,9.91391,8.78625,8.72508,8.40118,8.22744
Lcn3,4.17328,4.22145,3.78009,3.79605,3.69426,3.4391
Myo9a,8.38991,8.34486,8.26025,8.20568,7.0721,7.2905
Pdk2,9.42184,9.41648,10.6818,10.7415,10.8561,10.9301
Tmem167,7.49489,7.71777,7.06023,6.9471,6.68364,6.88244
Vmn1r217,5.34817,5.24471,4.69597,4.86857,4.35634,4.33182
Ush1c,5.33142,5.41094,5.09981,5.19944,4.82488,4.75992
Olfr78,4.77686,4.84011,4.69716,4.74578,4.9399,4.89236
Ttc4,7.45998,7.35904,6.77325,6.91064,6.24651,6.34242
Mypn,4.33128,4.51624,5.56295,5.73819,6.71014,6.46587
Lrrc9,5.33256,5.09465,4.36833,4.30064,4.4159,4.52788
Sftpc,5.51805,5.47987,5.14888,4.7904,4.29964,4.28091
Taf9,7.2732,7.27956,7.07804,6.98017,6.71892,6.92397
Defb14,4.15129,4.28261,3.97206,3.98306,3.7115,3.51873
Gm11541,5.18717,5.31647,4.88325,4.89538,4.76634,4.46999
Cps1,6.1114,6.51158,6.75908,6.38243,5.02632,5.01658
Mir670,6.30556,6.70478,5.89751,5.91385,5.90129,5.50219
Wdr17,5.5801,5.60696,5.01126,4.84888,4.56568,4.33728
Pglyrp1,5.4032,5.4129,5.83484,5.57168,4.8692,4.80701
Pkia,6.39427,6.44464,7.69518,7.39525,8.26337,7.98574
Pigs,8.93967,8.73201,7.59471,7.80503,7.16479,7.24607
Tank,9.03141,9.03589,9.0316,8.81341,8.70386,8.9097
Ceacam16,5.77346,5.82104,5.66584,5.78657,5.20887,5.0226
Prrc2c,10.2816,10.2291,9.76763,9.62621,9.01069,9.10336
Mdn1,8.36174,8.39998,7.3145,7.24426,6.8017,6.81721
AC134443.2,5.76499,5.48113,5.26454,5.55168,5.0457,5.19077
Fbn1,8.0683,8.20184,9.58521,9.5982,7.53065,7.60122
Als2cr11,4.19343,4.33327,3.85696,3.90896,3.56963,3.43515
Mir26a-1,4.92936,4.88432,4.7484,4.77508,4.18849,4.05717
B630005N14Rik,9.19662,9.19928,8.76269,8.67065,7.98402,7.95666
Gprin1,5.40552,5.56685,5.12512,4.79868,4.55892,4.45818
Fancb,4.9973,5.25646,5.15419,4.96662,4.78409,5.02198
Ncapg2,5.66503,5.6578,5.49661,5.57316,5.04284,5.17505
Mapk1ip1l,10.3482,10.4367,9.6329,9.50528,8.99983,9.01295
Bcat2,9.78756,9.77412,9.5981,9.6527,9.31305,9.46846
Colec11,6.86287,6.69953,6.24472,6.26389,5.53664,5.38092
Hist1h2ak,8.34535,8.10586,7.03669,7.20459,6.60489,6.73983
Pfkfb1,7.78386,8.23046,9.40718,9.36557,9.50724,9.69003
Ston2,6.97806,6.86604,7.22233,7.29049,6.83267,6.5066
Olfr1109,5.37809,5.49128,4.71957,4.87676,4.49428,4.31819
E130208F15Rik,5.77512,5.81762,5.57688,5.64541,5.81861,5.87934
Ednra,8.87504,8.85451,7.98184,7.8109,6.95686,6.99167
Znrd1as,6.56342,6.27693,6.1662,6.27185,6.07172,6.57693
Stc1,6.6332,6.58865,6.29009,6.36934,5.09589,5.02848
2700050L05Rik,7.85616,7.7896,7.08829,6.93819,6.68695,6.99775
Galnt1,8.19771,8.08905,7.80672,7.84071,7.32061,7.26897
Hn1l,9.24004,9.10108,7.99384,8.0069,7.10802,7.26242
Mob1b,9.13317,9.06278,8.72293,8.54495,8.48172,8.6997
Dcun1d3,7.95417,8.09463,8.70858,8.6141,8.34462,8.41111
Nmral1,6.10679,6.17807,5.77132,5.87353,5.93269,5.87219
Gm6116,4.29298,4.51678,4.01282,4.03562,3.79256,3.79425
Fkbp1b,6.78698,6.57777,5.53934,5.62636,5.05182,4.7937
Olfr922,5.78557,5.60111,4.87132,5.04805,4.52339,4.46599
Epha2,7.22965,7.27306,5.96248,5.91864,5.51518,5.22696
Tbx2,7.85692,7.81911,7.10765,6.86056,6.5506,6.42835
Gabpb2,8.67489,8.57689,7.87451,7.82918,7.0349,7.21024
Cstad,6.24331,6.21098,5.81618,5.61035,4.8541,4.4561
Otub1,10.4348,10.2574,8.94356,8.94672,8.07533,8.32257
Olfr178,4.43134,4.20379,3.54928,3.82152,3.37887,3.31109
Pgls,8.09464,8.01607,8.10941,8.15119,7.95555,7.84791
Mrpl36,9.3691,9.31506,8.75634,8.69923,8.78668,9.07111
Dcun1d2,8.21585,8.2433,7.87113,7.83862,7.8577,7.95052
Fabp12,4.78632,4.75699,4.53852,4.57069,4.47725,4.26181
Zfp3,7.30649,7.23203,6.49289,6.64985,6.59275,6.55701
Tbx10,5.85595,5.73702,6.0473,5.9021,5.92138,5.64379
Klf8,5.12463,5.09479,5.74421,5.62198,4.39088,4.47024
Pappa2,5.48051,5.55715,5.76971,5.26761,5.25269,5.02545
Olfr1215,5.01457,4.95337,4.86177,4.82984,4.46334,4.26247
Gpbp1,9.69824,9.65626,8.71835,8.45723,8.35291,8.51777
Bmper,6.38296,6.55112,6.83993,6.77193,6.72344,6.75231
Olfr448,4.92878,5.15473,4.52939,4.67673,4.17498,4.20547
Lyg1,4.45447,4.31592,4.33339,4.32353,3.99225,3.78829
Gimap5,6.1277,6.05735,4.83055,4.69618,4.1552,4.47231
Ep400,8.97283,8.95672,8.29667,8.29517,7.66277,7.72485
Stk10,7.37628,7.08541,7.16409,7.16254,6.51208,6.52559
Krr1,8.30382,8.2319,7.60948,7.45374,7.14908,7.30533
Whsc1,7.32672,7.38443,6.85656,6.97047,6.05143,6.36112
Gm16391,6.20985,6.2159,5.87331,5.96802,5.59174,5.74113
Gm11841,6.56739,6.43553,6.06154,5.83394,6.14484,6.25575
Rlim,8.89024,8.85563,7.99995,7.92779,7.41596,7.65057
Prkca,6.60714,6.51218,7.07901,6.96713,6.42541,6.69164
D130007C19Rik,8.70431,8.61746,7.31262,7.2876,7.08185,7.14891
C230052I12Rik,7.17444,7.22848,6.53422,6.53498,5.95202,6.01362
Vmn1r50,5.56762,5.5572,5.36255,5.19706,4.75283,4.53029
Ppp1r3a,4.89178,5.00814,5.727,5.65537,7.74193,7.61481
Nae1,9.33954,9.28597,8.8398,8.7067,8.26676,8.2572
Dub1a,4.91498,5.03392,4.51985,4.4986,4.3525,4.10341
4921501E09Rik,5.26733,5.3669,4.61345,4.79407,4.64444,4.36258
3830403N18Rik,4.29993,4.11328,4.08252,4.1944,3.4873,3.40268
Acbd5,8.10012,8.14926,7.95385,7.71831,7.72297,8.05284
Aasdhppt,9.05821,9.25781,8.43806,8.43517,8.20131,8.32053
Dync1i2,9.23703,9.12238,8.47887,8.34768,8.01126,7.98966
Nmrk1,6.76837,6.61295,6.21621,6.13286,5.80693,6.11312
Poteg,4.42179,4.52407,3.96397,3.97865,3.76476,3.88916
Taar3,4.88704,4.79588,4.45431,4.59414,4.46443,4.37808
Olfr907,6.64872,6.45725,5.86123,5.89882,5.30567,5.2642
Wnk2,7.13351,6.93361,6.47087,6.56745,6.64561,6.51265
Pcdhb1,5.12784,5.23197,4.55664,4.63747,4.31506,4.26085
Skint10,4.81342,5.0203,4.39195,4.33951,4.11815,3.9919
Pafah1b3,8.14603,8.2276,6.42958,6.29223,6.30022,6.1199
Fgfr1op2,8.75814,8.76531,8.2697,8.19253,7.77108,8.06372
n-R5s30,4.38848,4.5068,4.13674,4.09094,4.1658,3.92096
2400003C14Rik,9.9411,9.87688,9.38014,9.295,9.31324,9.2361
Cradd,7.99534,7.86342,7.42654,7.38675,6.96804,7.12917
2510046G10Rik,6.45668,6.53911,6.23501,6.36425,5.91563,6.37818
B230120H23Rik,7.40536,7.49371,8.16657,8.23763,7.50276,7.4275
Olfr179,5.69813,5.5062,5.74259,5.79333,5.55445,5.33389
Sec31b,5.79338,6.13467,6.39922,6.70467,6.44666,6.42028
Ak1,8.47346,8.45679,8.46067,8.65451,9.34703,9.139
Clec5a,5.59316,5.88363,4.62402,4.67364,3.9283,4.02848
Mrc1,7.81176,7.98949,7.87747,7.74518,6.99596,7.41664
Gm10308,5.1179,5.08488,5.05913,5.21901,4.77182,4.74367
Vmn1r200,4.90753,5.05315,4.69876,4.62801,4.14172,4.16246
Pxdn,9.22458,9.48788,9.6019,9.53654,9.12692,9.26453
C530005A16Rik,6.49724,6.39837,5.77832,5.73105,5.5067,5.52881
Mtmr12,8.09264,8.08196,7.6359,7.36808,6.65762,6.6702
Agpat3,10.3016,10.4532,10.739,10.9171,10.8299,11.0174
Chad,5.03177,5.12937,5.3211,5.45009,4.48323,4.3921
Vmn1r231,4.47406,4.32007,3.86578,3.83644,3.68842,3.39816
Adamdec1,5.93567,5.85493,5.48119,5.27647,4.91778,4.86492
Taco1,7.45389,7.50221,7.78281,7.89233,8.0527,8.35829
Stx2,8.3852,8.25849,8.04674,7.8571,7.21507,7.38629
Ndufa2,9.41126,9.3054,9.17478,9.39107,8.95387,9.21936
Zfp523,7.70531,7.58756,6.92583,7.12682,6.37033,6.3921
Adcy2,5.73036,5.7186,5.3584,5.43595,5.4516,5.44632
Commd10,7.72831,7.43659,6.91559,6.98626,6.5028,6.75363
2610507B11Rik,10.2292,10.229,10.2424,10.3403,10.0104,10.2403
Gmppa,9.06475,8.96798,8.61061,8.71441,7.59179,7.87365
Slc7a7,6.4902,6.47222,6.27818,6.13388,5.16237,5.13454
Olfr1132,6.02616,6.13861,5.04726,5.32663,5.00455,4.86075
Ttc9c,8.8315,8.96244,8.78437,8.74494,8.43982,8.65301
Trpv4,6.12254,6.04999,6.61828,6.46567,5.73587,5.82844
Grap2,6.11144,6.09193,5.57327,5.69294,4.89219,4.70444
Mrc2,7.14336,7.06366,7.21598,7.33322,6.36486,6.3777
Tmem132e,5.93919,5.82666,5.33291,5.39096,5.25283,5.1752
Rxrb,7.88708,7.82808,7.78271,7.99383,7.52319,7.73319
Kcnb2,5.5897,5.13612,4.95738,4.92505,4.53211,4.48876
Olfr250,5.63489,5.95004,5.40343,5.55033,4.86225,4.58791
n-R5s193,9.47711,9.43735,8.82384,8.84425,8.6864,8.83813
Sh2d7,4.85779,4.92478,4.2777,4.56607,4.64204,4.01938
Gc,6.61946,7.85519,8.17039,6.98186,4.72488,4.51637
4732465J04Rik,5.60109,5.70344,5.36255,5.27193,4.84947,4.74245
Olfr765,6.36969,6.2877,5.60813,5.71186,5.38266,5.20155
Aire,6.51059,6.39172,6.53483,6.39609,5.98375,5.86253
Nid1,9.32066,9.34158,9.28,9.08497,8.81949,8.9634
Rnf144b,7.51133,7.88605,8.42874,8.55983,7.95789,8.25173
Ctso,9.60952,9.66617,8.4303,8.35945,8.1381,8.29647
Thnsl2,7.19404,6.98909,6.51286,6.6654,5.86051,6.1213
Npvf,5.17253,5.07092,4.87384,4.87192,5.07612,4.95712
Csnk2b,10.5869,10.6515,10.2861,10.2969,9.61604,9.74076
Hibch,8.5301,8.78666,9.72063,9.75283,9.91819,10.2614
Tmed9,8.13002,8.04561,7.16582,7.22345,6.44653,6.6093
Nploc4,10.4805,10.4365,9.73965,9.69614,9.57494,9.62345
Ube2d3,11.9308,12.0055,11.5976,11.5032,11.5757,11.481
Gadd45a,7.4442,7.33564,6.26614,6.39594,6.02039,6.19066
C4b,7.92017,8.47952,9.49321,9.38711,7.91073,8.14438
Lilra5,6.45346,6.50384,5.42417,5.62492,5.37415,5.21917
2610301G19Rik,8.31399,8.23818,7.54713,7.55897,7.18369,7.15138
Tcap,5.26783,5.25491,6.36505,6.56568,6.95649,6.46589
Nlrp9a,4.7816,4.91901,4.42352,4.31424,3.8526,3.816
Gjd2,6.33361,6.29768,4.99084,4.86733,4.92574,4.46571
Wfdc6b,3.86714,3.77691,3.44071,3.4198,3.11406,2.9877
Zfp672,7.80065,7.81355,7.86766,7.91153,7.48728,7.6388
Gm9915,5.05469,5.04331,4.25129,4.42336,4.30793,4.09827
1500009C09Rik,6.67842,6.54097,6.50332,6.44722,6.17106,6.12979
Scn2b,6.05173,6.24131,5.05832,4.87518,4.64904,4.53793
Fbf1,7.35676,7.05879,6.03339,6.17646,5.89948,5.83435
Cpxcr1,3.90615,3.78999,3.44967,3.56244,3.11007,3.1657
Amfr,10.0206,10.1033,9.02644,9.11012,8.76331,8.70947
Gm136,4.36901,4.29061,3.93225,3.97296,3.6489,3.45898
Dom3z,8.15447,8.16972,7.02159,7.13779,6.64699,6.69233
SNORA13,7.99598,8.20522,8.1409,8.04412,7.55227,7.58959
1500002C15Rik,6.44207,6.29105,5.53449,5.65463,4.66374,4.68523
Lrrc56,6.80249,6.62334,6.67155,6.83913,6.63659,6.61038
Itga3,8.36843,8.18341,8.13373,8.27133,6.21077,6.2834
Rfc4,7.91009,7.78824,7.32094,7.09655,7.46734,7.63943
Rbm24,8.00804,7.83281,7.70199,7.81276,7.74475,7.5601
Abcg3,6.02109,6.0845,4.79503,4.76596,4.79154,4.76592
Calcb,5.4242,5.44208,5.43361,5.69524,5.28414,5.18678
Gm4861,4.43401,4.62552,4.24062,4.35549,4.14453,4.10694
Gtdc1,6.86353,6.78675,6.35757,6.31333,6.22491,6.31777
Gipc1,7.73054,7.6297,7.01581,7.47468,6.31076,6.56383
Ptpn14,8.66881,8.69503,8.97591,8.96304,8.43039,8.5869
Atp5s,7.38195,7.26829,7.02528,6.90927,7.31181,7.31859
Hist1h4j,5.39125,5.37361,5.23127,5.276,4.47249,5.30078
4922502D21Rik,5.18585,5.21936,5.1782,5.06455,4.4207,4.44408
Pigk,8.91094,8.7448,8.16631,7.93847,7.60559,7.79778
Usp18,7.64345,7.77302,7.06086,7.06726,6.65818,7.05209
Il17rc,7.91033,7.97742,7.74623,7.82709,7.2613,7.28082
Olfr1009,6.78222,6.81198,5.53544,5.59042,5.36694,5.09031
Nisch,10.5884,10.5674,9.89597,9.83215,9.33435,9.38794
Fcgrt,10.0381,10.1182,10.4923,10.5107,10.4212,10.5982
Enam,4.36907,4.47813,4.06294,4.13641,3.68921,3.6337
Olfr491,6.51523,6.70434,5.96483,5.99536,5.77666,5.78574
Kdm1a,8.55619,8.51853,7.86478,7.80629,7.47075,7.58528
Il3,4.19849,4.20941,4.08318,4.02553,3.60415,3.48295
Inpp4a,8.22298,8.20446,8.38778,8.3402,7.22906,7.25524
Olfr918,5.06428,4.94254,4.67273,4.65979,4.48589,4.18888
Riok2,9.74282,9.78941,8.32627,8.28908,8.27665,8.25253
Kif5b,10.3498,10.2883,9.24042,9.14242,8.62726,8.61467
Ripk1,8.53591,8.37304,8.19856,7.98337,7.78463,7.77339
Dhfr,6.33481,6.15459,4.83492,5.14416,5.102,5.3209
Edn1,6.10252,6.01995,7.14447,7.50425,5.40422,5.68452
Folr1,5.88464,5.95858,5.68891,5.66237,5.51419,5.41872
Ocln,5.89155,5.86706,5.12295,4.97155,4.50588,4.41975
Gfpt1,8.82321,8.87715,8.00091,7.89417,7.82421,7.9255
2010003K11Rik,7.01969,7.17145,6.82573,7.08824,6.74784,7.13397
Rgsl1,4.95842,5.05069,4.58028,4.5097,4.16452,4.10626
Dedd2,7.00071,6.951,6.7852,6.82376,6.13717,6.08929
Vmn1r172,3.71906,3.83083,3.32552,3.33456,2.93458,3.2373
Olfr1286,6.32851,6.54348,4.93675,4.88477,5.27417,5.09435
Ybx1,9.65152,9.7166,9.74958,9.65311,9.48081,9.56527
Cdc14b,8.08219,7.95835,7.44802,7.48393,6.91618,7.18768
Xcl1,5.61015,5.35389,5.08976,5.25198,4.80377,4.79906
Mir504,6.58887,6.47535,6.35457,6.3796,6.29373,5.94332
Cst8,6.0813,6.6961,4.58198,4.6489,4.32536,4.23028
Kalrn,6.58167,6.49134,7.50783,7.73002,5.86388,5.79229
Rs1,4.73911,4.72196,4.37079,4.40243,4.06441,3.97775
Ier3,6.37174,6.18827,5.85012,5.89103,5.59492,5.70143
Btnl10,5.14911,5.15295,4.7637,4.83093,4.25312,4.16841
Tex13a,4.99955,5.15568,4.3862,4.4837,4.23554,4.0868
Thumpd2,6.736,6.77162,6.55183,6.50398,5.92067,5.89103
4933417A18Rik,4.77358,4.68947,4.17698,4.22207,4.00423,4.0251
Phkg2,8.84226,8.65102,8.2282,8.17097,7.26512,7.60909
Lrrc20,7.10068,6.82303,6.43897,6.63298,6.95613,7.09172
Slc35f3,5.28273,5.15841,5.05189,5.02211,4.99675,4.61365
Olfr367-ps,5.22663,5.14221,4.90299,4.94029,4.59609,4.31527
Mir362,5.27769,5.37957,4.85468,4.90109,5.19447,4.88936
Mir652,4.48584,4.66636,4.43742,4.45016,4.02972,4.02415
Serpina11,5.6733,5.73947,5.23796,5.16819,4.98091,4.84788
Evi5,8.00057,7.8612,7.66588,7.48115,6.70773,6.8545
Olfr25,5.60267,5.72385,5.08935,4.90433,4.77448,4.3452
Cml2,5.75499,5.65422,5.15992,4.99397,4.29452,4.10767
Tnpo1,10.2598,10.0656,9.14779,9.07116,8.82936,9.02207
Gm10081,5.34928,5.95309,4.85492,5.04403,4.22619,4.11268
Zfp961,8.76587,8.75486,8.62304,8.51197,8.46738,8.66055
Olfr1167,6.50611,6.68463,6.02859,5.8307,5.04634,4.99445
Ssr4,9.57328,9.54803,9.22599,9.16056,9.01677,9.01707
Sugt1,9.01252,8.99678,8.65066,8.52274,8.6575,8.72869
Wdr20b,5.13782,5.14071,5.11148,5.29168,4.56982,4.54625
Frem1,5.85533,5.60984,4.65637,4.78427,5.0266,4.85291
Wdr86,6.2441,6.28354,5.56043,5.68521,5.46538,5.42653
Adcy5,6.86669,7.021,9.44327,9.65743,6.00718,6.24523
Thbs2,6.94648,6.97928,7.80154,7.76526,6.07003,6.06875
Jph1,6.01161,6.09096,5.90777,6.19392,6.87969,6.84145
Ceacam18,4.84622,4.76227,4.48452,4.36622,4.0442,3.87779
Eri3,8.71508,8.76119,8.36257,8.36493,7.77505,7.83335
Dkc1,7.81642,7.96429,7.33448,7.17157,7.32788,7.47036
Mcpt4,4.98255,4.88308,7.35045,6.95581,5.26457,5.66557
Ift122,7.38295,7.22157,6.42671,6.1924,5.45886,5.24184
Lxn,7.13738,6.96594,7.46242,7.23623,5.30129,5.46852
B4galt1,9.07828,9.10489,9.08019,9.07637,8.32575,8.65247
Pls1,5.49415,5.62888,5.10013,5.21915,4.8281,4.84224
Cdk4,11.0861,11.0737,10.0886,10.0426,9.66071,9.72525
Arxes2,7.11664,7.85073,8.21555,8.10422,7.37711,7.6507
2310044H10Rik,8.94788,8.99772,8.97598,9.06378,8.4549,8.47239
Mpi,8.84727,8.86848,8.04434,8.36621,8.17456,8.19703
Josd2,7.50341,7.5623,7.62435,7.79523,7.02101,6.93835
Fer1l6,5.41246,5.35433,5.013,5.16804,4.95774,5.00137
Kcnq2,6.86259,6.63267,5.10687,4.88489,4.54007,4.37718
4933407P14Rik,6.06577,5.9204,5.36631,5.36769,5.38556,5.18603
Arhgef18,7.39574,7.4011,7.06847,7.23305,6.5864,6.69346
Ctrl,5.65992,5.86919,5.71257,5.84318,5.32867,5.38418
Adra1d,8.31191,8.74138,8.38414,8.42078,8.09798,7.63965
Glud1,9.55269,9.54442,9.96315,9.76425,9.65376,9.7304
Lin37,8.84035,8.68625,7.68373,7.76249,6.9656,7.17939
Xrcc4,7.69433,7.81985,7.09073,6.8234,6.27647,6.47974
Atp2a3,7.02905,7.05354,7.38353,7.65886,6.15189,6.42241
Cnrip1,8.01508,7.92654,6.85913,6.74625,5.67748,5.79367
Gpc1,7.47931,7.31949,7.09401,7.35564,6.65691,6.54097
Ndnl2,7.29229,7.37174,6.87108,6.94385,6.43009,6.58848
Spesp1,6.29589,6.39408,5.77544,5.8465,5.85546,5.45966
Omt2b,3.78409,3.91265,3.56641,3.54963,3.12315,3.1867
Cklf,8.74477,8.58843,6.00492,5.93437,5.03828,5.21964
Pus1,7.43415,7.47763,6.788,6.80565,6.86696,6.65513
Edil3,7.54053,7.24995,5.43436,4.8894,4.29416,4.36774
Tcn2,11.1564,10.9435,10.2912,10.2756,9.61944,9.72893
Mpzl2,6.95087,7.46348,8.85115,9.07733,9.20809,9.59085
Nmbr,5.1446,5.0802,4.71293,4.69308,4.50644,4.29236
Upp1,6.09796,6.09339,4.88781,5.00832,4.64697,4.30681
Scyl3,8.18657,8.03934,7.70691,7.45106,6.89501,6.84518
Ephb1,5.55662,5.7582,5.56753,5.62576,5.29124,5.09867
Slc6a3,6.5578,6.39184,5.81957,5.98758,5.59772,5.38842
9230109A22Rik,4.85386,4.79458,4.51893,4.66624,4.21077,4.20341
Gm10608,5.38814,5.11006,4.47788,4.45163,4.35656,4.25449
Frat2,5.77175,5.85537,5.61526,5.53468,5.93284,5.63701
4930521A18Rik,4.03086,4.10786,3.84642,4.00496,3.55173,3.41938
Itga11,6.00521,5.92973,6.20012,6.24051,5.51251,5.34402
9-Sep,9.46827,9.1945,8.77703,8.90778,8.06299,8.47668
Isy1,8.15608,8.01054,7.40476,7.47655,7.04931,7.21865
Prss8,5.26208,5.22711,5.57218,5.45809,5.12267,4.83409
Ly6k,6.96926,6.52382,5.91902,5.79621,5.88711,5.85408
Xpo5,8.90952,8.92934,7.48641,7.61912,7.04237,7.105
Ptch1,9.30712,9.24747,7.86791,7.78339,6.94132,7.04519
Gm6650,3.8173,3.91189,3.39874,3.52543,2.93466,3.08471
Gm10702,5.47774,5.22137,4.9038,5.11001,4.88966,4.99639
Cndp1,4.61264,4.60968,4.19493,4.15646,4.01257,3.90994
1200011I18Rik,7.9329,7.67241,7.10408,7.01621,6.69853,6.83053
Fam46b,7.9063,7.86118,7.32069,7.36522,7.13463,6.90558
Tmem194,7.22255,7.12497,6.50158,6.52881,5.81111,5.84365
Nptx2,6.28182,6.10439,6.41789,6.59766,5.68703,5.73002
Hint2,7.46219,7.34214,7.60322,7.69305,7.33463,7.6366
Lmo7,7.08766,7.05614,7.54711,7.31928,7.12298,7.21099
Ide,9.90915,9.92421,9.4493,9.58078,9.46862,9.67754
Prkd1,7.94373,8.17922,7.60278,7.59747,7.54326,7.91787
Tcf7,7.54628,7.56277,4.79088,4.93465,4.48252,4.37143
Txndc11,8.1705,8.31323,7.3354,7.41074,6.73993,7.08288
Adra1b,6.38729,6.29623,5.71582,5.80788,4.99741,4.95452
Atp6v1c2,5.70931,5.5623,5.43388,5.51606,4.88361,4.87296
Pdcd6,8.96819,8.79562,7.96605,7.94843,7.75357,7.92815
Tnf,5.20726,5.11101,4.89348,4.67537,4.61507,4.27195
Krt12,6.19122,6.22603,5.7411,5.8643,5.80965,5.58395
Nup62cl,8.02963,7.77282,4.51314,4.54613,4.12193,4.18898
Ttc39a,7.02001,6.98955,5.53503,5.63431,5.48625,5.3319
Irak1bp1,7.11941,7.14876,6.96343,6.68164,6.46769,6.65108
Tap2,8.12664,8.32859,7.75835,8.04689,7.60689,7.67927
Narfl,7.3855,7.38161,7.39956,7.3928,7.16211,7.39114
Ak7,4.63242,4.59163,4.2967,4.58402,4.04971,3.96182
Gm9754,6.55951,6.60067,5.62631,5.61317,5.5701,5.3703
Lmod1,6.2721,5.90381,8.11384,8.43286,5.92796,5.84577
Gabra5,4.78003,4.80404,4.41789,4.23786,4.34011,4.04308
Olfr57,4.62003,4.87761,4.3934,4.33244,4.16442,3.86355
Nefm,5.22498,5.0038,4.53413,4.326,3.8309,3.94013
2900055J20Rik,4.81002,4.70882,7.50864,7.54577,3.93543,3.88044
Zfp91,7.23949,7.17119,7.06296,7.10423,7.18759,7.36797
Fam5c,5.20808,5.48446,5.05817,5.1366,4.28101,4.23348
Olfr281,5.55182,5.64013,5.2973,5.60895,5.39207,4.80973
G3bp1,8.58011,8.62554,8.07055,8.09579,7.73929,7.70782
Olfr1136,6.22748,6.19489,6.12864,5.80298,5.36124,5.1123
Elp2,9.39485,9.41449,8.54111,8.33967,7.97217,8.06908
Abca2,8.4738,8.32053,8.3428,8.34443,8.32892,8.29738
Vmn1r174,5.41577,5.67403,5.17889,5.39046,4.61992,4.5361
Inpp1,6.66282,6.60772,7.1106,7.03035,6.72967,6.97064
Sspo,6.0793,6.11066,6.10199,6.04368,5.85231,5.69326
Tmem101,5.7569,5.76101,5.00405,4.90602,5.01286,4.91599
Zranb2,8.34137,8.29501,7.92932,7.83348,7.45533,7.4827
Slc22a8,6.03457,6.07232,5.21739,5.28649,5.47698,5.06213
Srms,6.1759,5.95172,5.69184,5.59843,5.62286,5.52971
Naga,8.64599,8.57534,8.30564,8.38323,7.71122,7.77814
Fbxw17,6.91686,6.88641,6.49762,6.51495,5.1394,5.07473
Olfr50,5.1937,4.98919,4.50193,4.51084,4.10534,3.88974
Vmn2r112,5.63602,5.89712,4.94852,4.6638,4.90678,4.78886
Akap10,8.49542,8.42504,8.00622,7.84295,7.8384,7.98598
Fxyd6,10.7262,10.2939,8.69777,8.43089,7.8233,7.45138
Fstl5,6.869,6.62543,4.45034,4.14234,3.57433,3.80752
Jsrp1,7.28719,7.23295,6.43397,6.72369,6.64533,6.45257
Gstm1,11.5591,11.4279,10.921,10.8456,9.92067,9.77026
Cntd1,5.13905,5.17781,5.08616,5.105,5.33089,5.15836
Slc17a2,5.06669,5.1726,4.61669,4.6856,4.25278,4.17142
Napepld,10.5171,10.5146,9.89985,9.73794,8.5882,8.81246
Krtap1-5,4.67632,4.56602,4.37066,4.25792,4.09399,3.93602
Cnksr2,8.4036,8.10862,5.49132,4.57506,4.12673,4.17065
Slco1c1,5.10999,5.09786,4.70203,4.69979,4.41948,4.36539
Egln2,8.78811,8.76108,8.19644,8.27188,7.92845,8.0774
Srsf6,10.2593,10.2684,9.1423,9.14456,8.39021,8.52625
Tcof1,7.76291,7.57765,7.54533,7.33188,6.81717,6.80196
Fundc2,9.56548,9.63705,9.19115,8.97361,9.56438,9.53829
Nkx3-2,5.52439,5.38113,5.41844,5.16617,5.17877,5.03676
Clstn1,9.12861,8.9831,8.71622,8.71382,7.16485,7.21806
Skor2,5.17747,5.19411,4.77893,4.72799,4.65759,4.68107
Tfeb,7.05289,7.13718,7.18434,7.10372,6.76817,6.76438
2610039C10Rik,6.24816,6.16195,5.30142,5.37263,4.71145,4.80137
Mrps28,7.8177,7.81484,7.76537,7.83608,7.7877,7.7675
Sox9,7.23635,7.35282,7.15755,7.00201,6.67491,6.44494
Smek3-ps,3.90443,3.86969,3.69582,3.53682,3.12509,3.12511
Odf3b,5.4948,5.57324,5.62918,5.7326,5.25812,5.30042
Lrdd,6.09776,5.92086,5.43942,5.37791,4.93835,4.79113
Lemd2,8.70846,8.6895,8.15908,8.1842,7.59596,7.67429
Mrpl13,8.07727,7.94244,7.60613,7.78135,7.78396,8.13301
Gm239,4.50378,4.62318,4.4344,4.1537,4.1257,3.79721
Akd1,5.28854,5.268,4.95886,4.88842,4.22192,4.10557
Plekhb1,6.42469,6.40995,6.78997,6.36011,6.36784,6.43461
Pold1,6.80955,6.75696,6.75064,6.83701,6.515,6.12092
Ern2,5.85445,5.78558,5.63001,5.71348,5.49366,5.4224
Arhgap8,5.63104,5.63608,5.65351,5.69838,5.05204,4.81883
