gene,STOMACH1,STOMACH2,STOMACH3,SALIVARY_GLAND1,SALIVARY_GLAND2,SALIVARY_GLAND3
MIR4699,0,0,0,0,0,0
MIR4701,0,0,0,0,0,0
MIR4703,0,0,0,0,0,0
MIR4704,0,0,0,0,0,0
MIR4705,0,0,0,0,0,0
MIR4706,0,0,0,0,0,0
MIR4708,0,0,0,0,0,0
MIR4710,0,0,0,0,0,0
MIR4711,0,0,0,0,0,0
MIR4713,0,0,0,0,0,0
MIR4713HG,0,0,1,1,0,2
MIR4714,0,0,0,0,0,0
MIR4715,0,0,0,0,0,0
MIR4716,0,0,0,0,0,0
MIR4717,0,0,0,0,0,0
MIR4718,0,0,0,0,0,0
MIR4719,0,0,0,0,0,0
MIR4725,0,0,0,0,0,0
MIR4728,0,0,0,0,0,0
MIR4729,0,0,0,0,0,0
MIR4730,0,0,0,0,0,0
MIR4731,0,0,0,0,0,0
MIR4733,0,0,0,0,0,0
MIR4735,0,0,0,0,0,0
MIR4736,0,0,0,0,0,0
MIR4737,0,1,5,1,2,0
MIR4739,0,0,0,0,0,0
MIR4740,0,0,0,0,0,0
MIR4742,0,0,0,0,0,0
MIR4743,0,0,0,0,0,0
MIR4744,0,0,0,0,0,0
MIR4746,0,0,0,0,0,0
MIR4747,0,0,0,0,0,0
MIR4748,0,0,0,0,0,0
MIR4749,0,0,0,0,0,0
MIR4752,0,0,0,0,0,0
MIR4753,0,0,0,0,0,0
MIR4754,0,1,0,0,0,0
MIR4755,0,0,0,0,0,0
MIR4756,0,0,0,0,0,0
MIR4757,0,0,0,0,0,0
MIR4759,0,0,0,0,0,0
MIR4760,0,0,0,0,0,0
MIR4762,0,0,0,0,0,0
MIR4764,0,0,0,0,0,0
MIR4765,0,0,0,0,0,0
MIR4766,0,0,0,0,0,0
MIR4767,0,0,0,0,0,0
MIR4768,0,0,0,0,0,0
MIR4769,0,0,0,0,0,0
MIR4770,0,0,0,0,0,0
MIR4771-1,0,0,0,0,0,0
MIR4771-2,0,0,0,0,0,0
MIR4772,0,0,0,0,0,0
MIR4774,0,0,0,0,0,0
MIR4776-2,0,0,0,0,0,0
MIR4777,0,0,0,0,0,0
MIR4778,0,0,0,0,0,0
MIR4779,0,0,0,0,0,0
MIR4780,0,0,0,0,0,0
MIR4782,0,0,0,0,0,0
MIR4783,0,0,0,0,0,0
MIR4786,0,0,0,0,0,0
MIR4787,0,0,1,0,0,0
MIR4789,0,0,0,0,0,0
MIR4790,0,0,0,0,0,0
MIR4791,0,0,0,0,0,0
MIR4792,0,0,0,0,0,0
MIR4794,0,0,0,0,0,0
MIR4795,0,0,0,0,0,0
MIR4796,0,0,0,0,0,0
MIR4797,0,0,0,0,0,0
MIR4798,0,0,0,0,0,0
MIR4799,0,0,0,0,0,0
MIR4801,0,0,0,0,0,0
MIR4802,0,0,0,0,0,0
MIR4803,0,0,0,0,0,0
MIR4804,0,0,0,0,0,0
MIR483,0,0,0,0,0,0
MIR485,0,0,0,0,0,0
MIR487A,0,0,0,0,0,0
MIR487B,0,0,0,0,0,0
MIR488,0,0,0,0,0,0
MIR489,0,0,0,0,0,0
MIR491,0,0,0,0,0,0
MIR493,0,0,0,0,0,0
MIR494,0,0,0,0,0,0
MIR495,0,0,0,0,0,0
MIR496,0,0,0,0,0,0
MIR497HG,276,345,805,1549,457,748
MIR498,0,0,0,0,0,0
MIR4999,0,0,0,0,0,0
MIR499A,2,1,0,2,4,0
MIR5000,0,0,0,0,0,0
MIR5002,0,0,0,0,0,0
MIR5003,0,0,0,0,0,0
MIR5007,0,0,0,0,0,0
MIR5008,0,0,0,0,2,0
MIR5009,0,0,0,0,0,0
MIR500A,0,0,0,0,0,0
MIR500B,0,0,0,0,0,0
MIR501,0,0,0,0,0,0
MIR5011,0,0,0,0,0,0
MIR502,0,0,0,0,0,0
MIR503,0,0,0,0,0,0
MIR503HG,37,20,19,40,104,219
MIR504,0,0,0,0,0,0
MIR505,0,0,0,0,0,0
MIR506,0,0,0,0,0,0
MIR507,0,0,0,0,0,0
MIR508,0,0,0,0,0,0
MIR5089,0,0,0,0,0,0
MIR5091,0,0,0,0,0,0
MIR509-1,0,0,0,0,0,0
MIR5092,0,0,0,0,0,0
MIR509-2,0,0,0,0,0,0
MIR5093,1,0,0,0,0,0
MIR509-3,0,0,0,0,0,0
MIR5094,0,0,0,1,0,0
MIR5095,0,0,0,0,0,0
MIR5096,0,0,0,0,0,0
MIR510,0,0,0,0,0,0
MIR5100,0,0,0,0,0,0
MIR511,0,0,0,0,0,0
MIR512-1,0,0,0,0,0,0
MIR512-2,0,0,0,0,0,0
MIR513A1,0,0,0,0,0,0
MIR513A2,0,0,0,0,0,0
MIR513B,0,0,0,0,0,0
MIR513C,0,0,0,0,0,0
MIR514A1,0,0,0,0,0,0
MIR514A2,0,0,0,0,0,0
MIR514A3,0,0,0,0,0,0
MIR514B,0,0,0,0,0,0
MIR515-1,0,0,0,0,0,0
MIR515-2,0,0,0,0,0,0
MIR516A1,0,0,0,0,0,0
MIR516A2,0,0,0,0,0,0
MIR516B1,0,0,0,0,0,0
MIR516B2,0,0,0,0,0,0
MIR517A,0,0,0,0,0,0
MIR517B,0,0,0,0,0,0
MIR517C,0,0,0,0,0,0
MIR5186,0,0,0,0,0,0
MIR5188,0,0,0,0,0,0
MIR5189,0,0,0,0,0,0
MIR518A1,0,0,0,0,0,0
MIR518A2,0,0,0,0,0,0
MIR518B,0,0,0,0,0,0
MIR518E,0,0,0,0,0,0
MIR518F,0,0,0,0,0,0
MIR5190,0,0,0,0,0,0
MIR5191,0,0,0,0,0,0
MIR5192,0,0,0,0,1,0
MIR5194,0,0,0,0,0,0
MIR5195,0,0,0,0,0,0
MIR5197,0,0,0,0,0,0
MIR519A1,0,0,0,0,0,0
MIR519B,0,0,0,0,0,0
MIR519C,0,0,0,0,0,0
MIR519D,0,0,0,0,0,0
MIR519E,0,0,0,0,0,0
MIR520A,0,0,0,0,0,0
MIR520B,0,0,0,0,0,0
MIR520C,0,0,0,0,0,0
MIR520D,0,0,0,0,0,0
MIR520E,0,0,0,0,0,0
MIR520G,0,0,0,0,0,0
MIR520H,0,0,0,0,0,0
MIR521-1,0,0,0,0,0,0
MIR521-2,0,0,0,0,0,0
MIR525,0,0,0,0,0,0
MIR526A1,0,0,0,0,0,0
MIR526A2,0,0,0,0,0,0
MIR526B,0,0,0,0,0,0
MIR527,0,0,0,0,0,0
MIR532,0,0,0,0,0,0
MIR539,0,0,0,0,0,0
MIR541,0,0,0,0,0,0
MIR542,0,0,0,0,0,0
MIR543,0,0,0,0,0,0
MIR544A,0,0,0,0,0,0
MIR544B,0,0,0,0,0,0
MIR545,0,0,0,0,0,1
MIR548A1,0,0,0,0,0,1
MIR548A2,0,0,0,0,0,0
MIR548A3,0,0,0,0,0,0
MIR548AA1,0,0,1,0,0,0
MIR548AA2,0,0,0,0,0,0
MIR548AB,0,0,0,0,0,0
MIR548AC,0,0,0,0,0,0
MIR548AD,0,0,0,0,0,0
MIR548AE1,0,0,0,0,0,0
MIR548AE2,0,0,0,0,0,0
MIR548AG1,0,0,0,0,0,0
MIR548AG2,0,0,0,0,0,0
MIR548AI,0,0,0,0,0,0
MIR548AJ1,0,0,0,0,0,0
MIR548AJ2,0,0,0,0,0,0
MIR548AK,0,0,0,0,0,0
MIR548AL,0,0,0,0,0,0
MIR548AM,0,0,0,0,0,0
MIR548AN,0,0,0,0,0,0
MIR548AO,0,0,0,0,0,0
MIR548AP,0,0,0,0,0,0
MIR548AQ,0,0,0,0,0,0
MIR548AR,0,0,0,0,0,0
MIR548AS,0,0,0,0,0,0
MIR548AT,0,0,0,0,0,0
MIR548AV,0,0,0,0,0,0
MIR548AW,0,0,0,0,0,0
MIR548AX,0,0,0,0,0,0
MIR548B,0,0,0,0,0,0
MIR548BA,0,0,0,0,0,0
MIR548E,0,0,0,0,0,0
MIR548F1,0,0,0,0,0,0
MIR548F2,0,0,0,0,0,0
MIR548F3,0,0,0,0,0,0
MIR548F4,0,0,0,0,0,0
MIR548F5,0,0,0,0,0,0
MIR548G,0,0,0,0,0,0
MIR548H1,0,0,0,0,0,0
MIR548H2,0,0,0,0,0,0
MIR548H3,0,0,0,0,0,0
MIR548H4,0,0,0,0,0,0
MIR548H5,0,0,0,0,0,0
MIR548I1,0,0,0,1,1,2
MIR548I2,0,0,0,0,0,0
MIR548I3,0,0,0,0,0,0
MIR548I4,0,0,0,0,0,0
MIR548J,0,0,0,0,0,0
MIR548K,0,0,0,0,1,0
MIR548L,1,0,0,0,0,0
MIR548M,0,0,0,0,0,0
MIR548N,0,0,0,0,0,0
MIR548O,0,0,0,0,0,0
MIR548P,0,0,0,0,0,0
MIR548Q,0,0,0,0,0,0
MIR548S,0,0,0,0,0,0
MIR548T,0,0,0,0,0,0
MIR548U,0,0,0,0,0,0
MIR548V,0,0,0,0,0,0
MIR548W,0,0,0,0,0,0
MIR548X,0,0,0,0,0,0
MIR548X2,0,0,0,0,0,0
MIR548Y,0,0,0,0,0,0
MIR548Z,0,0,0,0,0,0
MIR549A,0,0,0,0,0,0
MIR550B1,0,0,0,0,0,0
MIR550B2,0,0,0,0,0,0
MIR550A3,0,0,0,0,0,0
MIR551A,0,0,0,0,0,0
MIR551B,0,0,0,0,0,0
MIR552,0,0,0,0,0,0
MIR553,0,0,0,0,0,0
MIR554,0,0,0,0,0,0
MIR556,0,0,0,0,0,0
MIR557,0,0,0,0,0,0
MIR5571,0,0,0,0,0,0
MIR5579,0,0,0,0,0,0
MIR558,0,0,0,0,0,0
MIR5580,0,0,0,0,0,0
MIR5581,0,0,0,0,0,0
MIR5582,0,0,0,0,0,0
MIR5583-1,0,0,0,0,0,0
MIR5584,0,0,0,0,0,0
MIR5585,0,0,0,0,0,0
MIR5586,0,0,0,0,0,0
MIR5587,0,0,0,0,0,0
MIR5588,0,0,0,0,0,0
MIR5589,0,0,0,0,0,0
MIR559,0,0,0,0,0,0
MIR5590,0,0,0,0,0,0
MIR5591,0,0,0,0,0,0
MIR561,0,0,0,0,0,0
MIR562,0,0,0,0,0,0
MIR563,0,0,0,0,0,0
MIR566,0,0,0,0,0,0
MIR567,0,0,0,0,0,0
MIR5680,0,0,0,0,0,0
MIR5681A,0,0,0,0,0,0
MIR5682,0,0,0,0,0,0
MIR5684,0,0,0,0,0,0
MIR5685,0,0,0,0,0,0
MIR5687,0,0,0,0,0,0
MIR5688,0,0,0,0,0,0
MIR5689,0,0,0,0,0,0
MIR5689HG,0,0,0,0,0,1
MIR569,0,0,0,0,0,0
MIR5690,0,0,0,0,0,0
MIR5691,0,0,0,0,0,0
MIR5692A1,0,0,0,0,0,0
MIR5692A2,0,0,0,0,0,0
MIR5692B,0,0,0,0,0,0
MIR5692C1,0,0,0,0,0,0
MIR5692C2,0,0,0,0,0,0
MIR5693,0,0,0,0,0,0
MIR5694,0,0,0,0,0,0
MIR5695,0,0,0,0,0,0
MIR5696,0,0,0,0,0,0
MIR5697,0,0,0,0,1,0
MIR5698,0,0,0,0,0,0
MIR5699,0,0,0,0,0,0
MIR570,1,1,5,2,1,10
MIR5700,0,0,0,0,0,0
MIR5701-1,0,0,0,0,0,0
MIR5701-3,0,0,0,0,0,0
MIR5702,0,0,0,0,0,0
MIR5704,0,0,0,0,0,0
MIR5705,0,0,0,0,0,0
MIR5706,0,0,0,0,0,0
MIR5707,0,0,0,0,0,0
MIR5708,0,0,0,0,0,0
MIR571,0,0,0,0,0,0
MIR572,0,0,0,0,0,0
MIR573,4,2,3,1,2,0
MIR574,0,0,0,0,0,0
MIR575,0,0,0,0,0,0
MIR576,0,0,0,0,0,0
MIR577,0,0,0,0,0,0
MIR578,0,0,0,0,0,0
MIR579,0,0,0,0,0,0
MIR580,0,0,0,0,0,0
MIR581,0,0,0,0,0,0
MIR582,0,0,0,0,0,0
MIR583,0,0,0,0,0,0
MIR584,0,0,0,0,0,0
MIR585,0,0,0,0,0,0
MIR586,0,0,0,0,0,0
MIR587,0,0,0,0,0,0
MIR588,0,0,0,0,0,0
MIR589,1,2,0,0,2,0
MIR590,1,0,0,0,11,4
MIR591,0,0,0,0,0,0
MIR592,0,0,0,0,0,0
MIR593,0,0,1,0,1,1
MIR595,0,0,0,0,0,0
MIR596,0,0,0,0,0,0
MIR597,0,0,0,0,0,0
MIR598,0,0,0,0,0,0
MIR599,0,0,0,0,0,0
MIR600HG,464,146,184,225,367,335
MIR601,0,0,0,0,0,0
MIR602,1,0,0,0,0,0
MIR603,0,0,0,0,0,0
MIR604,0,1,0,0,0,1
MIR605,0,0,0,0,0,0
MIR606,0,0,0,0,0,0
MIR607,0,0,0,0,0,0
MIR608,0,0,0,0,0,0
MIR609,0,0,0,0,0,0
MIR610,0,0,0,0,0,0
MIR613,0,0,0,0,0,0
MIR615,0,0,0,0,0,0
MIR616,2,0,0,0,3,0
MIR617,0,0,0,0,0,0
MIR618,0,0,0,0,0,0
MIR619,0,0,0,0,0,0
MIR620,0,0,0,0,0,0
MIR621,1,3,4,3,2,0
MIR623,0,0,0,0,0,2
MIR624,0,0,0,0,0,0
MIR625,0,0,0,0,0,0
MIR626,0,0,0,0,0,0
MIR627,0,0,0,0,0,0
MIR629,0,0,0,0,0,0
MIR633,0,0,0,0,0,0
MIR634,0,0,0,0,0,0
MIR635,7,2,2,0,3,2
MIR638,0,0,0,0,0,0
MIR640,0,0,0,0,0,0
MIR641,1,0,0,1,0,1
MIR642A,0,0,0,0,1,0
MIR643,0,0,0,0,0,0
MIR644A,0,0,0,0,0,0
MIR645,0,0,0,0,0,0
MIR646,0,0,0,0,0,0
MIR646HG,74,20,10,13,23,70
MIR647,9,6,7,4,6,19
MIR648,0,0,0,0,0,0
MIR649,0,0,1,0,0,0
MIR651,0,0,0,0,0,0
MIR652,0,0,0,0,0,0
MIR653,0,0,0,0,0,0
MIR654,0,0,0,0,0,0
MIR655,0,0,0,0,0,0
MIR656,0,0,0,0,0,0
MIR657,0,0,0,0,0,0
MIR659,0,0,0,0,0,2
MIR660,0,0,0,0,0,0
MIR661,0,0,0,0,0,0
MIR663AHG,0,1,0,0,0,0
MIR663B,0,0,0,0,0,0
MIR670,0,0,0,0,0,0
MIR670HG,0,0,0,0,0,0
MIR676,0,0,0,0,0,0
MIR708,0,0,0,0,0,0
MIR7-2,0,0,0,0,0,0
MIR7-3,0,0,0,0,0,0
MIR7-3HG,0,0,0,2,6,4
MIR744,0,0,0,0,0,0
LINC01246,5,4,0,0,0,0
MIR758,0,0,0,0,0,0
MIR759,0,0,0,0,0,0
MIR760,0,0,0,0,0,0
MIR764,0,0,0,0,0,0
MIR765,1,1,2,4,2,4
MIR766,0,0,0,0,0,0
MIR767,0,0,0,0,0,0
MIR769,0,0,0,0,0,0
MIR770,0,1,1,2,1,1
MIR7853,0,0,0,0,0,0
MIR802,0,0,0,0,0,0
MIR8485,0,0,0,0,0,0
MIR873,0,0,0,0,0,0
MIR874,0,0,0,0,0,0
MIR875,0,0,0,0,0,0
MIR876,0,0,0,0,0,0
MIR877,0,0,0,0,0,0
MIR885,0,0,0,0,0,0
MIR887,0,0,0,0,0,0
MIR888,0,0,0,0,0,0
MIR889,0,0,0,0,0,0
MIR890,0,0,0,0,0,0
MIR891A,0,0,0,0,0,0
MIR891B,0,0,0,0,0,0
MIR892A,0,0,0,0,0,0
MIR892B,0,0,0,0,0,0
MIR892C,0,0,0,0,0,0
MIR9-1,0,0,0,0,0,0
MIR920,0,0,0,0,0,0
MIR921,0,0,0,0,0,0
MIR93,2,0,0,0,1,0
MIR933,0,0,0,0,0,0
MIR934,0,0,0,0,0,0
MIR938,0,0,0,0,0,0
MIR9-3HG,5,20,4,14,25,15
MIR941-2,0,0,0,1,1,0
MIR941-4,0,0,0,0,0,0
MIR942,0,0,0,0,0,0
MIR944,0,0,0,0,0,0
MIR95,0,0,0,0,0,0
MIR96,0,0,0,0,0,0
MIR98,0,0,0,0,0,0
MIR99A,0,0,0,0,0,0
MIR99B,0,0,0,0,0,0
MIRLET7A1,0,0,0,0,0,0
MIRLET7A2,0,0,0,0,0,0
MIRLET7BHG,184,90,200,134,614,283
MIRLET7C,0,0,0,0,0,0
MIRLET7D,0,0,0,1,3,3
MIRLET7DHG,0,0,0,0,0,0
MIRLET7F1,0,0,0,0,0,0
MIRLET7F2,0,0,0,0,0,0
MIRLET7G,0,0,0,0,0,0
MIRLET7I,0,0,0,0,0,0
MIS12,993,727,920,1159,1294,1142
MIS18A,155,211,182,231,348,229
MIS18BP1,1035,426,630,1037,1155,1143
MISP,2,4,2,2,16,6
MISP3,236,103,217,286,150,228
MITD1,706,548,839,1024,1031,1056
MITF,2274,516,1066,2127,1866,841
MIXL1,8,6,17,18,4,10
MKI67,250,24,58,160,50,330
MKKS,2141,1786,2653,2355,2954,1668
MKL1,2945,4790,6145,4622,4284,3105
MKL2,7262,3186,2245,2820,7677,6660
MKLN1,3139,2814,2957,3123,3755,1644
MKLN1-AS,133,57,102,144,209,41
MKNK1,3161,2128,2427,3083,5317,5416
MKNK1-AS1,33,46,31,30,46,65
MKNK2,9504,11261,10483,10677,12991,4964
MKRN1,3837,3801,5320,7268,5985,3767
MKRN2,2228,1753,2216,2473,2261,1433
MKRN2OS,44,27,14,7,22,12
MKRN3,6,2,35,35,9,18
MKS1,515,409,445,686,792,666
MKX,16,593,1115,1733,1341,183
MLANA,21,7,12,4,30,22
MLC1,34,37,50,183,108,299
MLEC,9370,7437,9362,7529,8097,4930
MLF1,2829,282,283,245,432,196
MLF2,6805,8422,11117,8921,7944,6581
MLH1,2617,1840,2605,2176,2141,1528
MLH3,1371,1344,1426,2023,2054,1760
MLIP,6974,269,128,207,287,103
MLIP-IT1,5,0,1,0,1,9
MLKL,1204,1073,841,972,1621,2104
MLLT1,805,2657,2204,1823,1919,1023
MLLT10,3116,2254,3648,3496,3618,2969
MLLT11,2764,946,775,518,1242,534
MLLT3,565,275,486,803,945,351
MLN,1,0,0,0,0,0
MLNR,3,2,0,1,4,2
MLPH,1628,251,248,715,3506,1383
MLST8,1295,1226,1290,1577,1892,1433
MLX,3160,2108,2285,2223,2674,1784
MLXIP,5225,12694,11080,12145,14833,7998
MLXIPL,1523,1197,1384,55,6036,1717
MLYCD,3813,891,1167,1797,1116,609
MMAA,382,369,404,507,439,433
MMAB,1101,1012,1380,1013,1358,838
MMACHC,188,187,184,130,211,92
MMADHC,4130,3586,4274,5717,4110,2004
MMD,790,883,585,668,1412,638
MMD2,0,1,0,0,4,2
MME,1244,256,881,103,1967,397
MMEL1,22,16,9,7,39,54
MMGT1,1782,2427,3307,4081,3262,1280
MMP1,4,0,0,13,8,6
MMP10,0,0,0,5,0,0
MMP11,100,74,62,591,158,115
MMP13,0,0,0,4,0,0
MMP14,4521,17495,16838,16756,20882,10502
MMP15,4231,499,538,574,959,1629
MMP16,346,411,593,1146,529,765
MMP17,289,310,170,89,189,337
MMP19,4394,2092,2784,1888,5194,1539
MMP2,16395,33523,23219,23266,59041,30683
MMP20,0,0,1,0,0,0
MMP21,11,18,10,1,38,8
MMP23B,354,159,720,625,750,437
MMP24,60,42,44,92,115,99
MMP25,565,42,37,35,357,197
MMP26,4,0,0,0,0,0
MMP27,0,2,6,4,0,41
MMP3,2,2,0,8,2,10
MMP7,286,0,0,22,0,4
MMP8,26,2,10,16,27,12
MMP9,675,82,38,337,305,196
MMRN1,2508,1406,4184,2200,4034,1067
MMRN2,10028,4225,4337,4264,11427,8057
MMS19,3408,2999,3826,3771,3699,3878
MMS22L,302,269,254,297,376,355
MN1,1468,3732,9076,8628,7734,3911
MNAT1,544,728,994,1018,837,495
MND1,14,4,9,14,13,14
MNDA,974,101,109,791,417,1145
MNS1,89,151,88,321,310,163
MNT,940,1786,2341,2059,1982,1427
MNX1,0,0,0,0,0,0
MNX1-AS1,0,0,0,0,0,0
MOAP1,2706,1927,3113,3527,3519,1613
MOB1A,5044,4404,5468,6687,7660,5052
MOB1B,1973,1495,1848,2202,1896,1930
MOB2,1365,2579,5424,3510,2103,1776
MOB3A,2544,2832,3265,2914,3818,2737
MOB3B,525,853,1523,2130,1091,559
MOB3C,1977,1609,1863,2557,3147,3007
MOB4,2359,1789,2361,2429,3001,1603
MOBP,37,7,7,33,72,12
MOCOS,89,233,136,164,197,344
MOCS1,3152,4474,3285,5141,6053,2859
MOCS2,3036,1757,2850,2856,3220,1515
MOCS3,290,172,244,412,379,268
MOG,89,2,0,6,40,8
MOGAT1,16,6,24,2,31,8
MOGAT2,20,2,17,0,10,4
MOGAT3,2,0,0,0,0,0
MOGS,2547,3558,3109,3873,3265,4630
MOK,811,796,540,519,998,1300
MON1A,537,1027,1006,820,552,572
MON1B,1771,2196,2691,2487,3684,2316
MON2,3807,3615,4632,5503,5924,5387
MORC1,0,1,2,4,6,0
MORC1-AS1,0,0,0,0,0,0
MORC2,1624,2267,2798,2868,2663,2331
MORC2-AS1,5,0,2,5,10,11
MORC3,2017,1460,2817,3987,3362,2517
MORC4,634,1395,1503,1162,2114,1135
MORF4L1,12251,15122,24927,22760,19521,12177
MORF4L2,8366,14325,21526,18431,16883,6650
MORN1,92,126,79,147,239,219
MORN2,506,373,362,404,376,214
MORN3,2,19,6,21,35,37
MORN4,397,346,505,544,389,372
MORN5,1,4,1,2,0,2
MOS,0,0,0,0,0,0
MOSPD1,662,355,454,595,687,285
MOSPD2,728,710,883,1187,1796,834
MOSPD3,636,627,824,1042,976,827
MOV10,3397,2184,1846,2862,3930,5382
MOV10L1,88,86,114,89,88,207
MOXD1,100,468,121,267,1629,454
MPC1,6958,1418,2402,1940,2841,1410
MPC1L,0,0,0,0,0,0
MPC2,3347,1183,1531,1647,1748,832
MPDU1,1397,1531,1515,1140,1594,1368
MPDZ,4481,5239,7682,6577,7668,3788
MPEG1,1178,389,475,1500,2279,3724
MPG,1170,1357,1967,1817,1564,1075
MPHOSPH10,1698,1389,1551,2115,2466,1595
MPHOSPH6,607,463,679,437,725,420
MPHOSPH8,4139,3486,5551,6362,6690,3980
MPHOSPH9,930,507,534,724,766,599
MPI,1781,1855,1761,1762,1820,1485
MPIG6B,26,24,18,20,76,42
MPL,24,7,11,27,20,23
MPLKIP,727,719,868,1080,947,719
MPND,469,418,631,468,528,413
MPO,8,23,4,34,103,124
MPP1,2558,1381,1825,2015,2168,2322
MPP2,850,430,447,964,925,592
MPP3,2194,689,773,604,904,508
MPP4,7,8,7,16,20,22
MPP5,970,1171,1441,1971,1749,1210
MPP6,355,633,611,282,930,521
MPP7,583,2188,5743,3947,3378,862
MPPE1,649,678,911,1051,1209,851
MPPED1,8,0,2,0,37,0
MPPED2,532,161,224,339,505,564
MPRIP,19705,24595,29532,26224,34575,17724
MPST,2169,1590,3157,2542,2578,1205
MPV17,1819,2328,2827,2059,2386,1869
MPV17L,340,187,149,227,537,203
MPV17L2,607,753,721,492,730,565
MPZ,1839,999,837,400,2618,982
MPZL1,4751,8304,8559,5462,11435,5810
MPZL2,1523,1875,1874,1045,3790,1617
MPZL3,442,105,144,159,366,321
MR1,838,1844,2233,2579,2772,1578
MRAP,33,13,26,0,47,14
MRAP2,71,1125,4099,2148,103,1524
MRAS,7458,6767,10535,6400,7488,2861
MRC2,3413,11614,9585,13163,15912,13096
MRE11,502,744,937,719,1288,1248
MREG,48,26,52,49,94,70
MRFAP1,13363,16359,21205,19196,18223,10230
MRFAP1L1,2501,1945,3105,3203,3679,2459
MRGBP,687,418,560,767,1066,837
MRGPRD,8,3,14,0,30,22
MRGPRE,0,2,2,0,24,5
MRGPRF,2876,2242,6782,5349,5892,4382
MRGPRF-AS1,57,16,102,197,104,198
MRGPRG,0,0,0,0,0,0
MRGPRG-AS1,0,2,0,0,0,0
MRGPRX1,0,0,0,0,0,0
MRGPRX2,0,1,0,0,0,0
MRGPRX3,0,0,2,0,0,2
MRGPRX4,0,0,2,0,0,0
MRI1,794,635,1174,1128,1139,723
MRLN,1,0,2,3,0,4
MRM2,978,733,969,1158,1470,1018
MRM3,585,424,596,743,717,555
MRNIP,1442,1454,1561,2705,3727,3813
MRO,97,11,30,73,13,49
MROH1,420,409,550,556,687,466
MROH2A,3,0,0,0,2,0
MROH2B,5,10,6,0,85,21
MROH5,22,13,7,9,31,21
MROH6,280,168,236,379,367,422
MROH7,1115,247,760,1424,847,1230
MROH8,157,74,138,242,196,194
MROH9,1,21,0,6,4,1
MRPL1,1078,736,882,1087,864,501
MRPL10,2400,1782,2672,3488,3000,1650
MRPL11,1249,1438,1572,1544,1492,1083
MRPL12,3043,2274,1858,1149,1597,1154
MRPL13,921,987,1090,1237,900,704
MRPL14,886,721,824,577,731,642
MRPL15,2539,996,939,991,1354,840
MRPL16,2162,1107,1585,1561,1710,1224
MRPL17,1307,1461,1438,1257,1252,1096
MRPL18,1524,1752,2437,1925,2191,1214
MRPL19,1431,979,1289,1351,1032,713
MRPL2,1330,916,1174,1152,1205,1034
MRPL20,2511,2890,3091,3014,2776,1953
MRPL21,867,1609,1642,1474,1111,976
MRPL22,879,752,1043,1004,849,612
LOC107987373,1509,1470,1849,1425,1676,1339
MRPL23-AS1,50,30,45,127,151,164
MRPL24,1823,3412,3127,1607,1887,1620
MRPL27,1408,1360,1474,1300,1503,1213
MRPL28,1980,2102,2686,2219,2220,1816
MRPL3,2298,3599,2829,2020,2784,1518
MRPL30,1456,1029,969,1321,1482,842
MRPL32,2390,1825,1722,2626,3102,2946
MRPL33,3322,2006,3457,2771,1960,1422
MRPL34,1961,1350,2028,2074,1959,1171
MRPL35,3272,1647,1720,2464,1960,1258
MRPL36,694,602,648,828,585,413
MRPL37,3027,2759,2915,2803,2755,1599
MRPL38,2300,2237,2656,2353,2147,2199
MRPL39,1045,802,937,860,960,528
MRPL4,1409,1314,1268,1211,1297,1130
MRPL40,1363,1003,1076,1167,1245,919
MRPL41,5252,1323,2135,1946,3264,3104
MRPL42,1445,1224,1304,1558,1530,801
MRPL43,1533,1676,2120,2586,2095,1858
MRPL44,1293,494,577,1100,979,663
MRPL46,420,200,271,309,272,211
MRPL47,1232,1065,1120,1110,953,663
MRPL48,1015,750,913,798,689,498
MRPL49,1662,2059,3298,3344,2811,1777
MRPL50,1136,630,735,1146,1276,801
MRPL51,2665,2817,3536,3509,2281,1686
MRPL52,1201,1742,1942,1156,976,862
MRPL53,74,88,47,98,111,111
MRPL54,1146,882,853,1296,1214,573
MRPL55,1236,948,1166,1596,1484,1536
MRPL57,1504,1289,1244,1256,1569,1006
MRPL58,906,730,940,882,747,651
MRPL9,786,960,1202,1281,1107,860
MRPS10,1709,1452,1439,1585,1994,1222
MRPS11,1287,1050,1271,1156,1023,753
MRPS12,1027,1050,850,889,896,756
MRPS14,1135,961,1485,1647,1742,1363
MRPS15,2589,2059,2365,2014,2286,1329
MRPS16,2579,2167,2038,1996,2207,1535
MRPS17,798,620,676,703,854,473
MRPS18A,583,598,768,843,618,470
MRPS18B,3357,1832,2189,2193,2854,1624
MRPS18C,444,401,567,662,575,360
MRPS2,1442,1102,1112,1258,1218,963
MRPS22,1424,995,1258,1129,1242,780
MRPS23,1696,1172,1429,1390,1207,846
MRPS24,2324,1678,2578,2728,2001,1366
MRPS25,4234,3243,2988,2706,4449,4197
MRPS26,1459,1547,1929,1778,1588,1360
MRPS27,3660,3025,3205,4223,3483,2460
MRPS28,985,474,545,658,588,386
MRPS30,1856,1086,1143,1408,1592,919
MRPS31,809,531,713,818,940,617
MRPS31P5,416,331,313,422,564,584
MRPS33,1192,799,803,755,1047,528
MRPS34,1494,1610,1884,1506,1448,1542
MRPS35,2167,1759,1913,1981,1724,1109
MRPS36,1932,757,1147,1326,1167,509
MRPS5,2250,2181,2159,1563,2313,1610
MRPS6,1223,1335,3019,5223,1819,2047
MRPS7,2622,2199,2467,2016,1980,1576
